Letters,Central Letter,Total Words,Total Points
ACDILNY,C,74,395
ACDNORU,O,92,394
ACDNORU,N,95,409
ACDNORU,D,84,338
ACDNORU,C,72,337
ACDENWY,N,68,297
ACDENWY,E,69,302
ACDENWY,D,74,303
ACDENWY,A,79,344
ACEILNU,I,96,520
ACEILNU,E,98,519
ACEILNU,C,100,578
ACEINOZ,O,72,333
ACEINOZ,N,90,419
ACEINOZ,I,61,311
ACEINOZ,C,67,346
ACEINOZ,A,68,338
ACNOPSU,U,61,262
ACNOPSU,S,75,307
ACNOPSU,O,59,227
ACNOPSU,N,66,265
ACNOPSU,C,55,255
ACNOPSU,A,73,287
ABCKNSV,A,57,238
ACENRSV,V,80,443
ACGINSV,S,69,333
ACGINSV,N,90,452
ACGINSV,I,90,431
ACGINSV,G,54,286
ACGINSV,A,99,469
ACILPRY,Y,58,293
ACILPRY,R,81,367
ACILPRY,P,63,283
ACILPRY,L,99,463
ACILPRY,I,91,441
ACILPRY,C,72,372
ACILPST,P,98,487
ACDINOP,P,51,223
ACDINOP,O,82,373
ACDINOP,I,92,478
ACDINOP,D,67,328
ACDINOP,C,74,367
ACINOPR,P,77,351
ACFGIPR,R,53,195
ACFGIPR,A,65,222
ACIMPSU,U,63,285
ACIMPSU,P,59,226
ACIMPSU,M,76,315
ACIMPSU,I,76,325
ACIMPSU,C,55,268
ACIMPSU,A,91,365
ACDEIPS,P,94,466
ACDEIPS,C,86,442
ACEIPSZ,S,64,260
ACEIPSZ,P,66,289
ACEIPSZ,I,62,271
ACEIPSZ,E,58,268
ACEIPSZ,A,64,295
ACLPRSU,R,85,394
ACLPRSU,P,83,328
ACLPRSU,L,95,451
ACLPRSU,C,78,412
ACEPRTU,U,91,505
ACINOPU,P,51,227
ACINOPU,O,62,261
ACINOPU,N,82,373
ACINOPU,I,64,311
ACINOPU,C,58,268
ACINOPU,A,70,300
ACHINPU,N,57,272
ACHINPU,I,52,245
ACHINPU,C,51,261
ACHINPU,A,63,280
ACILNPU,U,57,270
ACILNPU,P,76,344
ACILNPU,N,76,377
ACILNPU,L,99,462
ACILNPU,I,89,448
ACILNPU,C,69,371
ABCEINR,B,100,538
ABCLMOR,R,81,341
ABCLMOR,M,84,328
ABCLMOR,L,80,324
ABCLMOR,C,75,336
ABCLMOR,B,67,292
ACDGINR,G,92,482
ACDGINR,C,80,458
ACGIORV,R,50,203
ACGIORV,A,54,201
ACGINRV,R,92,492
ACGINRV,G,75,418
ACGINRV,C,52,306
ACNRSVY,A,74,326
ABCLORY,Y,67,314
ABCLORY,R,68,309
ABCLORY,O,88,390
ABCLORY,L,90,380
ABCLORY,C,72,336
ABCLORY,B,68,296
ABCDNOR,D,85,380
ABCDNOR,C,76,385
ABCDNOR,B,72,342
ABCINOR,B,89,459
ABCLNRU,U,77,352
ABCLNRU,R,67,299
ABCLNRU,N,62,297
ABCLNRU,L,71,315
ABCLNRU,C,57,300
ABCLNRU,B,60,244
ACDEHIR,H,90,515
ACDHNOR,R,100,436
ACDHNOR,N,98,437
ACDHNOR,H,56,253
ACDHNOR,D,79,333
ACDHNOR,C,94,449
ACDMNOR,D,98,460
ACDMNOR,C,88,445
ACDIRST,D,84,405
ACDIMRU,U,52,233
ACDIMRU,R,98,412
ACDIMRU,M,75,293
ACDIMRU,I,78,343
ACDIMRU,D,73,325
ACDIMRU,C,60,328
ACDHPRS,S,51,202
ACDHPRS,R,62,248
ACDHPRS,A,93,332
ACEFLRU,U,72,324
ACEFLRU,F,77,343
ACEFLRU,C,90,431
ACEGIRV,V,63,333
ACEGIRV,I,81,420
ACEGIRV,G,64,322
ACEGIRV,C,68,375
ACELRSY,Y,86,414
ACEIRSV,V,84,463
ACENORW,O,85,362
ACENORW,E,98,437
ACENORW,C,93,444
ABCIORU,R,79,330
ABCIORU,O,51,227
ABCIORU,I,51,221
ABCIORU,C,61,283
ABCIORU,B,57,237
ABCIORU,A,78,339
ACEIRTU,U,70,407
ACIORSU,U,88,484
ACIORSU,O,81,428
ACIORSU,I,95,489
ABCDLRS,S,53,233
ABCDLRS,A,97,374
ACILNRS,R,95,450
ACILNRS,N,95,468
ACFINRY,R,66,290
ACFINRY,N,65,284
ACFINRY,I,64,283
ACFINRY,C,51,248
ACFINRY,A,93,392
ACILNRV,V,52,279
ACILNRV,R,75,344
ACILNRV,N,79,397
ACILNRV,L,84,398
ACILNRV,C,77,430
ACINORV,R,86,403
ACINORV,O,89,410
ACINORV,I,96,487
ACINORV,C,93,477
ACDIORT,D,96,459
ACELPRY,Y,93,437
ACGINPR,P,67,312
ACGINPR,G,87,445
ACGINPR,C,53,272
ACEHOPR,O,98,475
ACEHOPR,H,96,497
ACEGHNR,N,100,550
ACEGHNR,H,64,342
ACEGHNR,G,81,425
ACEGHNR,C,91,509
ACEFORU,R,91,367
ACEFORU,E,71,313
ACEFORU,C,64,295
ACEFORU,A,61,260
ACEGHRT,G,59,280
ACGINRT,G,96,513
ACGINRT,C,92,572
ACDLORT,T,89,368
ACDLORT,R,100,438
ACDLORT,L,80,328
ACDLORT,D,56,200
ACDLORT,C,84,394
ACHORTU,U,64,309
ACHORTU,H,78,351
ACHORTU,C,91,470
ACELNRU,U,94,532
ACEFLSU,U,83,417
ACEFLSU,F,65,295
ACEFLSU,C,91,508
ACEMNST,C,81,457
ABCEHLS,H,72,328
ABCEHLS,C,73,393
ABCEHLS,B,84,375
ACFKLSU,U,61,268
ACFKLSU,S,65,303
ACFKLSU,L,71,317
ACFKLSU,C,55,258
ACFKLSU,A,69,302
ACEQSTU,U,51,253
ACEQSTU,T,75,344
ACEQSTU,S,81,366
ACEQSTU,E,74,358
ACEQSTU,A,74,353
ACEIOPS,S,100,455
ACEIOPS,O,62,296
ACEIOPS,I,66,306
ACEIOPS,E,83,400
ACEIOPS,C,77,365
ACEIOPS,A,85,403
ACDEKOS,S,53,221
ACDEKOS,E,58,241
ACDEKOS,D,55,225
ACDEKOS,C,54,238
ACDEKOS,A,60,242
ACORSWY,A,54,239
ACDELST,D,97,517
ACDELST,C,95,536
ACEGIST,I,76,403
ACEGIST,E,92,446
ACEGIST,C,62,356
ACGINST,G,83,446
ACGINST,C,74,433
ACLSTUY,Y,51,256
ACLSTUY,U,75,380
ACLSTUY,T,69,308
ACLSTUY,S,94,460
ACLSTUY,C,72,380
ACINRSU,U,97,540
ACINRSU,C,100,574
ACILSTU,U,92,491
ABCIOST,O,85,362
ABCIOST,I,97,488
ABCIOST,C,93,468
ABCIOST,B,75,339
ABCILOT,B,83,389
ACLMSTY,S,64,270
ACLMSTY,L,75,320
ACELSTY,Y,72,380
ACELSTY,C,88,501
ACILSTY,Y,77,491
ACELTYZ,T,55,277
ACELTYZ,L,72,309
ACELTYZ,E,62,304
ACELTYZ,A,74,339
ACMNOTU,U,56,269
ACMNOTU,T,82,390
ACMNOTU,O,95,409
ACMNOTU,N,97,458
ACMNOTU,M,75,343
ACMNOTU,C,66,333
ACHLPTY,T,53,242
ACHLPTY,L,54,232
ACHLPTY,C,50,242
ACHLPTY,A,96,411
ACLMPST,S,70,265
ACLMPST,P,54,213
ACLMPST,L,75,291
ACILPTU,U,53,234
ACILPTU,T,83,393
ACILPTU,P,76,332
ACILPTU,I,92,455
ACILPTU,C,74,401
ACEMSTU,U,82,393
ACEMSTU,M,94,383
ACEMSTU,C,69,345
ABCDIRT,T,75,362
ABCDIRT,I,98,482
ABCDIRT,D,64,289
ABCDIRT,C,76,434
ABCDIRT,B,56,240
ACFHLTY,A,75,306
ACGHINT,H,82,438
ACGHINT,G,74,389
ACGHINT,C,86,500
ACDEHTW,T,73,355
ACDEHTW,H,70,330
ACDEHTW,E,82,385
ACDEHTW,C,60,314
ACDEHTW,A,85,390
ACEHITZ,T,81,395
ACEHITZ,H,65,312
ACEHITZ,E,55,272
ACEHITZ,C,68,364
ACEHITZ,A,68,343
ACENRTY,Y,72,379
ACFHIST,T,86,416
ACFHIST,S,71,320
ACFHIST,I,93,450
ACFHIST,H,62,282
ACFHIST,C,74,363
ACFHIST,A,99,471
ACDHIRT,T,91,455
ACDHIRT,R,97,480
ACDHIRT,I,99,518
ACDHIRT,H,64,322
ACDHIRT,D,61,284
ACDEHOT,T,99,459
ACDEHOT,O,62,244
ACDEHOT,H,81,376
ACDEHOT,E,91,429
ACDEHOT,D,62,254
ACDEHOT,C,87,422
ACDEHOT,A,99,452
ACDHIOT,T,77,334
ACDHIOT,O,65,262
ACDHIOT,I,70,340
ACDHIOT,H,57,257
ACDHIOT,C,82,390
ACDHIOT,A,84,371
ACHILOT,H,92,447
ACEIKNT,K,62,236
ACEIKNT,E,94,441
ACEIKNT,C,90,520
ACGILNT,C,99,624
ACIKLST,K,52,177
ACIKLST,C,99,527
ACELMNT,C,89,498
ACDEKLU,L,77,271
ACDEKLU,E,73,264
ACDEKLU,D,64,235
ACDEKLU,C,52,207
ACDEKLU,A,68,243
ACGILSU,U,68,331
ACGILSU,S,93,460
ACGILSU,I,84,415
ACGILSU,C,68,392
ACERTUY,U,55,276
ACERTUY,C,99,542
ABCENOU,O,56,210
ABCENOU,N,72,290
ABCENOU,C,52,249
ABCENOU,B,50,190
ABCENOU,A,56,244
ACEIOPR,O,71,324
ACEIOPR,I,90,467
ACDEORW,W,53,243
ACDEORW,O,92,425
ACDEORW,C,85,396
CDEGILN,N,89,485
CDEGILN,L,83,425
CDEGILN,G,68,378
CDEGILN,D,74,368
BCEILOX,L,65,225
BCEILOX,I,51,204
CEILRTY,Y,50,260
CEILRTY,L,94,490
CEILRTY,C,72,423
ABCEILY,Y,52,248
ABCEILY,I,66,348
ABCEILY,E,69,324
ABCEILY,C,62,342
ABCEILY,B,77,351
CEHLNOP,P,59,232
CEHLNOP,O,100,373
CEHLNOP,N,59,258
CEHLNOP,L,65,271
CEHLNOP,H,51,235
CEHLNOP,E,82,346
CEHLNOP,C,59,260
CEILSTU,U,82,403
CEILSTU,I,96,481
CEILSTU,C,68,378
CDEILOU,O,55,215
CDEILOU,L,77,282
CDEILOU,E,67,287
CDEILOU,D,69,278
CDEILOU,C,52,238
CEILOSU,U,67,384
CEILOSU,O,74,378
CEILOSU,I,57,294
CEILOSU,E,77,396
CEILOSU,C,72,412
ACEILOS,O,96,459
ABCELMO,O,91,372
ABCELMO,M,95,415
ABCELMO,E,98,437
ABCELMO,C,77,382
ABCELMO,B,90,414
CEHNRSU,U,76,375
CEHNRSU,S,97,483
CEHNRSU,R,90,448
CEHNRSU,N,54,313
CEHNRSU,E,99,508
CEHNRSU,C,71,407
CEGINOS,G,71,414
CEGINOS,C,83,518
CEGINOT,T,94,573
CEGINOT,I,97,625
CEGINOT,G,58,369
CEGINOT,E,90,538
CEGINOT,C,80,525
CDENRSU,C,93,576
ACENOTV,O,99,470
ACENOTV,C,89,495
ACENOTV,A,100,502
CEGINRT,G,80,497
CEGINRT,C,68,413
CEINPRT,C,99,703
CEIMNRT,M,90,507
CEIMNRT,C,81,516
CDEINPT,T,88,464
CDEINPT,P,62,349
CDEINPT,N,89,484
CDEINPT,I,100,529
CDEINPT,D,78,416
CDEINPT,C,54,322
CEMNORT,M,96,498
CEMNORT,C,99,569
CEMNRTU,U,63,329
CEMNRTU,T,90,440
CEMNRTU,R,89,460
CEMNRTU,N,64,338
CELNSTU,U,83,420
CELNSTU,T,95,440
CELNSTU,N,86,484
CELNSTU,L,85,437
CELNSTU,C,60,334
CENRTUY,U,55,268
CENRTUY,T,86,394
CENRTUY,R,89,419
CENRTUY,N,64,323
CENRTUY,E,93,439
CDEIMRU,U,55,278
CDEIMRU,M,66,322
CDEIMRU,I,68,302
CDEIMRU,D,85,403
CDEIMRU,C,58,270
BCELMRU,U,82,374
BCELMRU,R,75,366
BCELMRU,L,72,311
BCELMRU,E,94,443
BCELMRU,B,64,318
ABCELRY,Y,90,432
ABCELRY,C,89,480
CEHLORT,L,96,455
CEHLORT,H,88,432
CEMNORY,R,78,348
CEMNORY,O,89,384
CEMNORY,N,66,302
CEMNORY,M,62,280
CEMNORY,E,85,373
CEMNORY,C,57,267
CDEFIRT,T,95,501
CDEFIRT,F,61,320
CDEFIRT,D,81,423
CDEFIRT,C,71,395
CEFIRTY,T,70,337
CEFIRTY,R,98,446
CEFIRTY,I,72,342
CEFIRTY,E,100,442
CDEIRTU,U,59,293
CDEIRTU,T,95,491
CDEIRTU,I,90,460
CDEIRTU,D,87,419
CDEIRTU,C,89,465
CEIRSTV,V,70,437
CEIRSTV,C,71,395
CEIOPST,I,85,462
CEIOPST,C,75,391
ACDEOST,O,82,332
ACDEOST,D,76,328
ACDEOST,C,83,405
CEMRSTU,M,64,281
CEMRSTU,C,72,352
CDEIMRT,M,80,383
CDEIMRT,D,84,431
CDEIMRT,C,70,388
CELNOSY,Y,50,248
CELNOSY,S,95,482
CELNOSY,N,94,472
CELNOSY,L,96,454
CELNOSY,C,64,319
ABCHILS,I,99,481
ABCHILS,H,62,299
ABCHILS,C,76,407
ABCHILS,B,65,288
ACDHKLO,O,71,236
ACDHKLO,L,63,242
ACDHKLO,H,57,237
ACDHKLO,C,55,202
ACDHKLO,A,78,308
ACFGHIN,N,69,323
ACFGHIN,I,65,295
ACFGHIN,A,73,335
ACDEHIN,I,98,568
ACDEHIN,H,61,354
ACHINSW,S,72,273
ACHINSW,N,65,273
ACHINSW,I,70,300
ACHINSW,H,55,225
ACHINSW,A,84,352
ACHIMNR,R,87,409
ACHIMNR,N,91,455
ACHIMNR,M,83,384
ACHIMNR,H,56,297
ACHIMNR,C,84,429
ACDEHIL,H,80,435
ACDEHLN,H,73,394
ACDEHLN,C,88,493
ACEGHLN,N,83,430
ACEGHLN,L,98,454
ACEGHLN,H,58,288
ACEGHLN,G,66,293
ACEGHLN,C,69,379
ACHLNOS,S,80,321
ACHLNOS,N,71,291
ACHLNOS,L,87,378
ACHLNOS,H,68,287
ACHLNOS,C,75,329
ACEHLMO,O,89,357
ACEHLMO,M,85,314
ACEHLMO,H,74,318
ACEHLMO,E,83,324
ACEHLMO,C,84,369
ACEHLMU,M,69,257
ACEHLMU,L,86,317
ACEHLMU,H,50,190
ACEHLMU,E,64,240
ACEHLMU,C,50,211
ACEHLMU,A,88,349
ABCHMRY,A,75,279
ACEFHMR,M,66,266
ACEFHMR,C,78,368
ACHIMOS,O,78,348
ACHIMOS,I,88,425
ACHIMOS,H,79,367
ACHIMOS,C,85,413
ACEHNRY,N,76,394
ACEHNRY,H,59,305
ACEHNRY,E,98,466
ACEHNRY,C,94,497
ACFHNOR,R,58,229
ACFHNOR,O,70,264
ACFHNOR,N,64,265
ACFHNOR,C,68,304
ACFHNOR,A,73,295
ACDEGHN,N,71,338
ACDEGHN,E,79,351
ACDEGHN,D,69,301
ACEHLNS,H,81,404
ACEHLNS,C,98,571
ACHNOUY,N,53,205
ACHNOUY,C,50,213
ACHNOUY,A,52,219
ACDEHNT,H,88,450
ACDEHNT,D,100,536
ACEHNTY,N,83,422
ACEHNTY,H,85,433
ACEHNTY,C,93,511
ACHNRTY,T,69,325
ACHNRTY,R,71,317
ACHNRTY,N,51,232
ACHNRTY,C,66,321
ACEHLPT,P,93,423
ACEHLPT,H,100,460
ACDEGHR,H,70,364
ACDEGHR,G,76,379
ACDEGHR,C,78,395
ACHILRY,Y,58,281
ACHILRY,R,72,323
ACHILRY,L,92,432
ACHILRY,I,86,404
ACHILRY,C,79,412
ACHIORT,H,92,480
ACHIRTY,T,94,472
ACHIRTY,R,81,386
ACHIRTY,I,70,344
ACHIRTY,H,64,315
ACHIRTY,C,86,444
ACHLNRT,T,67,315
ACHLNRT,R,58,259
ACHLNRT,C,66,338
ACHKLOR,R,56,247
ACHKLOR,O,82,316
ACHKLOR,L,71,320
ACHKLOR,K,57,212
ACHKLOR,H,56,261
ACHKLOR,C,83,357
ACHKLOR,A,98,429
ACDEHMR,M,100,455
ACDEHMR,H,79,401
ACDEHMR,C,95,487
ACEHLNR,N,95,496
ACEHLNR,H,80,408
ACDHIMS,M,87,435
ACDHIMS,H,73,402
ACDHIMS,D,67,334
ACDHIMS,C,62,345
ACHISTY,T,85,445
ACHISTY,S,77,366
ACHISTY,I,82,427
ACHISTY,H,68,318
ACHISTY,C,80,414
ACEHRTU,U,73,366
ACHNOTY,T,66,320
ACHNOTY,O,75,314
ACHNOTY,N,69,313
ACHNOTY,H,52,235
ACHNOTY,C,78,357
ACHNOTY,A,86,390
ACHMORT,M,92,411
ACHMORT,H,77,376
ACHMORT,C,96,472
ACGHNOT,T,61,266
ACGHNOT,O,80,315
ACGHNOT,N,75,344
ACGHNOT,H,56,247
ACGHNOT,C,68,325
ACGHNOT,A,91,394
ACHILTY,Y,54,295
ACHILTY,H,70,340
ACEFHRU,R,88,392
ACEFHRU,E,76,354
ACEFHRU,C,71,356
ACEFHRU,A,76,348
ACEFHSU,S,69,287
ACEFHSU,A,50,203
ABCHNOW,O,50,197
ACEHNPS,S,100,450
ACEHNPS,P,79,341
ACEHNPS,N,92,447
ACEHNPS,H,65,315
ACEHNPS,C,76,401
ACEHKMT,T,80,351
ACEHKMT,M,53,203
ACEHKMT,H,76,330
ACEHKMT,E,85,345
ACEHKMT,C,66,320
CEHIKNR,R,60,291
CEHIKNR,I,70,313
CEHIKNR,E,73,334
CEHIKNR,C,61,307
CEHKMOR,R,67,295
CEHKMOR,O,73,275
CEHKMOR,E,72,297
CEHKMOR,C,64,281
CEHKORW,R,60,272
CEHKORW,O,61,244
CEHKORW,E,64,284
CEHKORW,C,60,256
BCEHKNO,O,68,208
BCEHKNO,N,50,159
BCEHKNO,C,51,202
CEHIKNS,S,70,339
CEHIKNS,N,69,340
CEHIKNS,I,76,325
CEHIKNS,E,72,364
CEHIKNS,C,55,280
CEFHLRU,R,56,245
CEFHLRU,L,57,209
CEFHLRU,E,63,254
CEHILRY,R,67,294
CEHILRY,L,65,303
CEHILRY,I,56,261
CEHILRY,E,78,345
CEHILRY,C,61,325
CEGHINR,R,80,433
CEGHINR,N,71,390
CEGHINR,I,88,454
CEGHINR,G,54,299
CEGHINR,E,88,454
ACDEHLR,H,96,509
CEHLRSY,S,51,262
CEHLRSY,R,61,297
CEHLRSY,L,51,245
CEHLRSY,E,90,420
CEHLNRS,S,65,350
CEHLNRS,R,51,275
CEHLNRS,E,98,486
CEHLOST,H,87,418
CEHLOST,C,77,369
CEHIKLS,S,59,239
CEHIKLS,L,65,284
CEHIKLS,I,67,276
CEHIKLS,E,65,290
CEHILST,S,100,497
CEHILST,H,83,429
CEHILST,C,73,390
CEHILOS,S,90,415
CEHILOS,O,86,389
CEHILOS,L,100,463
CEHILOS,I,70,340
CEHILOS,H,72,355
CEHILOS,E,85,430
CEHILOS,C,77,392
ACDEHLT,D,73,337
ACEHILR,H,99,533
CEFHILR,R,69,309
CEFHILR,L,63,278
CEFHILR,I,73,313
CEFHILR,E,92,385
CEFHILR,C,52,250
CDEHILO,O,69,257
CDEHILO,L,82,324
CDEHILO,I,68,304
CDEHILO,E,71,301
CDEHILO,D,61,240
CDEHILO,C,65,300
CEHIMST,T,81,374
CEHIMST,S,81,380
CEHIMST,M,59,263
CEHIMST,I,81,394
CEHIMST,H,66,335
CEHIMST,E,98,439
CEHIMST,C,53,275
CEHIMOS,S,74,308
CEHIMOS,O,61,267
CEHIMOS,M,61,274
CEHIMOS,I,52,251
CEHIMOS,H,54,219
CEHIMOS,E,56,244
CEHIMOS,C,58,275
CEFHINS,S,59,278
CEFHINS,N,60,307
CEFHINS,I,62,268
CEFHINS,E,61,306
CEHIMRS,S,90,422
CEHIMRS,R,95,441
CEHIMRS,M,63,310
CEHIMRS,I,93,418
CEHIMRS,H,57,292
CEHIMRS,C,66,347
CDEHIRS,S,90,406
CDEHIRS,I,92,376
CDEHIRS,H,50,238
CDEHIRS,D,75,356
CDEHIRS,C,65,308
BCEHIRU,R,62,249
BCEHIRU,E,54,227
CEHILRV,R,72,350
CEHILRV,L,66,313
CEHILRV,I,72,313
CEHILRV,E,96,439
CEHILRV,C,54,276
ACEHMNS,N,93,461
ACEHMNS,M,88,371
ACEHMNS,H,66,287
ACEHMNS,C,65,333
CEHNSTU,U,55,229
CEHNSTU,T,88,364
CEHNSTU,S,89,408
CEHNSTU,N,70,338
CEHNSTU,H,51,213
CEHNSTU,E,96,445
CEHNSTU,C,51,246
CEHMRTU,U,50,217
CEHMRTU,T,69,285
CEHMRTU,R,74,339
CEHMRTU,E,86,361
CEHIOTV,T,51,204
CEHNORV,R,73,349
CEHNORV,O,76,322
CEHNORV,N,56,245
CEHNORV,E,82,370
CEHNORV,C,66,320
ABCEHLW,L,78,313
ABCEHLW,E,65,244
ABCEHLW,A,78,315
ACHILMS,H,79,409
ACHILMS,C,87,485
ACHIMSU,U,60,276
ACHIMSU,M,90,385
ACHIMSU,I,79,371
ACHIMSU,H,70,320
ACHIMSU,C,68,339
ACDEHIK,E,51,203
ACDEHIK,D,53,215
ACDEHIK,C,53,243
ACDEHIK,A,63,253
ACHIKSW,S,54,203
ACHIKSW,I,55,222
ACHIKSW,H,54,237
ACHIKSW,A,60,249
ACEHIKP,P,54,211
ACEHIKP,E,53,211
ACEHIKP,C,55,246
ACEHIKP,A,61,237
CEFHILY,L,51,211
ACEGHIT,T,95,461
ACEGHIT,I,57,289
ACEGHIT,H,81,384
ACEGHIT,E,65,305
ACEGHIT,C,71,379
ACEGHIT,A,87,403
BCDEHIL,L,56,248
BCDEHIL,I,52,244
BCDEHIL,E,63,265
CDEHILS,S,70,304
CDEHILS,L,75,361
CDEHILS,I,82,366
CDEHILS,E,88,400
CDEHILS,D,58,261
CDEHIKL,L,52,224
CDEHIKL,I,56,235
CDEHIKL,E,59,239
ACHILST,H,96,501
CEHILNS,S,90,496
CEHILNS,N,90,544
CEHILNS,L,88,496
CEHILNS,H,58,328
CEHILNS,C,74,451
CHILOPS,S,65,274
CHILOPS,P,60,270
CHILOPS,O,86,343
CHILOPS,L,72,321
CHILOPS,I,69,315
CHILOPS,H,55,253
ACEHIMR,I,92,433
ACEHIMR,H,75,368
ACHIKMU,A,50,189
ACHILMP,P,53,228
ACHILMP,M,56,209
ACHILMP,L,89,415
ACHILMP,I,84,378
ACHILMP,C,65,322
CGHINOP,O,71,301
CGHINOP,N,69,340
CGHINOP,I,66,335
ACHIKNP,N,59,261
ACHIKNP,I,69,302
ACHIKNP,C,53,251
ACHIKNP,A,77,314
CDEHIKN,I,50,176
ACHIKNO,O,92,377
ACHIKNO,K,63,231
ACHIKNO,I,84,402
ACHIKNO,H,72,318
ACHIKNO,C,94,432
ACHIKNO,A,91,399
ACGHILR,R,59,231
ACGHILR,L,72,307
ACGHILR,I,82,340
ACGHILR,C,59,308
ACGHILR,A,97,402
CEHILRS,S,87,408
CEHILRS,R,92,443
CEHILRS,L,74,379
CEHILRS,I,93,420
CEHILRS,H,68,371
CEHILRS,C,73,395
ACHINOS,S,100,448
ACHINOS,H,80,349
ACHINSU,U,67,363
ACHINSU,N,88,419
ACHINSU,I,83,409
ACHINSU,H,66,301
ACHINSU,C,72,384
CEHILSV,S,59,261
CEHILSV,L,68,308
CEHILSV,I,71,289
CEHILSV,E,74,328
CHILNST,T,51,218
CHILNST,I,79,307
ACHLMSY,S,65,263
ACHLMSY,M,57,230
ACHLMSY,L,66,279
ACHLMOS,S,93,375
ACHLMOS,M,86,344
ACHLMOS,L,95,395
ACHLMOS,H,75,315
ACHLMOS,C,75,339
CHILORS,S,59,259
CHILORS,O,74,317
CHILORS,I,71,306
CHILORS,C,64,296
CHLOPRY,O,65,236
CHILORT,T,80,313
CHILORT,R,56,237
CHILORT,O,89,317
CHILORT,L,62,230
CHILORT,I,76,321
CHILORT,H,56,255
CHILORT,C,70,322
ACHLORU,U,52,227
ACHLORU,R,69,321
ACHLORU,O,72,314
ACHLORU,L,79,343
ACHLORU,H,56,244
ACHLORU,C,77,363
ACHLORU,A,88,410
CEHINOS,H,68,338
CEHKORY,R,59,267
CEHKORY,O,68,283
CEHKORY,K,51,219
CEHKORY,E,66,295
CEHKORY,C,66,304
CDEHKLO,O,66,227
CDEHKLO,E,58,231
CDEHKLO,C,52,201
CGHIKNO,O,73,300
CGHIKNO,N,67,302
CGHIKNO,I,64,307
CGHIKNO,C,54,225
CEHILOR,R,95,431
CEHILOR,O,86,370
CEHILOR,L,84,362
CEHILOR,I,80,365
CEHILOR,H,70,334
CEHILOR,C,98,469
CEHILNO,O,96,422
CEHILNO,N,100,496
CEHILNO,L,97,464
CEHILNO,I,93,484
CEHILNO,H,70,361
CEHILNO,E,88,447
CDHINOR,R,60,306
CDHINOR,O,97,459
CDHINOR,N,74,369
CDHINOR,I,74,386
CDHINOR,C,74,370
CEHOPSU,S,83,326
CEHOPSU,P,64,220
CEHOPSU,O,75,284
CEHOPSU,E,62,262
CEHOPSU,C,57,240
CEHINOP,P,65,297
CEHINOP,O,84,356
CEHINOP,N,82,386
CEHINOP,I,67,356
CEHINOP,H,58,269
CEHINOP,E,66,309
CEHINOP,C,78,378
ACGHIOR,R,58,230
ACGHIOR,O,52,198
ACGHIOR,I,57,238
ACGHIOR,C,63,285
ACGHIOR,A,64,247
ACHLORY,Y,54,239
ACHLORY,R,59,275
ACHLORY,O,81,357
ACHLORY,L,86,378
ACHLORY,C,74,332
ACHLORY,A,97,441
ACDHLOR,R,69,288
ACDHLOR,O,95,370
ACDHLOR,L,72,305
ACDHLOR,H,57,257
ACDHLOR,D,64,223
ACDHLOR,C,76,337
ACDHORT,T,90,374
ACDHORT,R,100,410
ACDHORT,O,97,370
ACDHORT,H,66,286
ACDHORT,D,52,178
ACDHORT,C,81,368
CEHINOR,I,100,539
CEHINOR,H,82,431
CHIORST,T,93,429
CHIORST,S,86,411
CHIORST,R,80,405
CHIORST,I,88,437
CHIORST,H,76,380
CHIORST,C,79,385
CDEHORW,R,91,429
CDEHORW,O,84,382
CDEHORW,E,95,441
CDEHORW,D,72,330
CDEHORW,C,60,291
CHIMORS,S,67,305
CHIMORS,R,55,268
CHIMORS,O,73,343
CHIMORS,I,70,333
CHIMORS,C,62,295
CHIRSTU,U,76,347
CHIRSTU,T,63,304
CHIRSTU,S,87,387
CHIRSTU,R,71,343
CHIRSTU,I,71,340
CHIRSTU,H,51,213
CHIRSTU,C,61,291
CEHMOPR,R,88,380
CEHMOPR,P,66,254
CEHMOPR,O,93,357
CEHMOPR,M,51,189
CEHMOPR,E,93,383
CEHMOPR,C,62,277
CEHMORS,S,89,419
CEHMORS,R,97,471
CEHMORS,M,64,265
CEHMORS,H,66,310
CEHMORS,C,80,416
ACHORSY,S,58,217
ACHORSY,R,56,246
ACHORSY,O,52,205
ACHORSY,H,50,187
ACHORSY,C,58,244
ACHORSY,A,77,306
CEHMRSY,R,53,250
CEHMRSY,E,72,304
CHOPRSY,O,58,218
CEGHORU,R,67,294
CEGHORU,O,55,227
CEGHORU,E,57,238
ACHMNRU,U,56,287
ACHMNRU,R,63,274
ACHMNRU,N,59,299
ACHMNRU,M,58,259
ACHMNRU,C,51,253
ACHMNRU,A,96,426
CHILRSU,U,59,251
CHILRSU,S,64,261
CHILRSU,I,52,217
CHLOSUY,S,55,255
CHLOSUY,O,55,225
CHLOSUY,L,52,221
CHLOSUY,C,50,234
CDEIPRS,P,93,506
CDEIPRS,D,88,470
CDEIPRS,C,80,399
ACEGIRT,G,82,416
ABCEIMU,A,52,192
CDEIMNT,T,84,430
CDEIMNT,N,89,472
CDEIMNT,M,63,304
CDEIMNT,D,84,422
CDEIMNT,C,54,329
ACINSTU,U,95,511
CEINRTU,U,76,396
CEINRTU,C,91,508
ACEINRY,N,98,482
ACEINRY,I,81,394
ACEINRY,E,98,467
ACEINRY,C,96,513
CGILMNU,I,55,305
ACIMNOU,O,99,462
ACIMNOU,I,98,493
ACIMNOU,C,81,419
